layer_id,batch,tiles,status,cycles,energy_pj,mac_pj,buffer_pj,bus_pj,ubuf_pj,K,B,H,W
1,64,3,ok,38707200,27535806860.083199,2140353331.1999998,24791318883.532799,0,604134645.35039997,1,1,1,3
1,64,4,ok,28901376,27406366010.572803,2130840649.7279999,24666302205.132801,0,609223155.71200001,1,1,4,1
1,64,5,ok,23224320,27535794112.512001,2140353331.1999998,24777633189.888004,0,617807591.42400002,1,1,1,5
1,64,6,ok,19353600,27536032700.006401,2140353331.1999998,24791428192.665604,0,604251176.1408,1,2,1,3
1,64,7,ok,16515072,27393559413.964802,2130840649.7279997,24661113269.452801,0,601605494.78400004,1,1,1,7
1,64,8,ok,14450688,27396515866.214401,2130840649.7279999,24664030878.105602,0,601644338.38080001,1,1,1,8
1,64,9,ok,12902400,27523293264.6912,2140353331.1999998,24778572226.559998,0,604367706.93120003,1,1,1,9
1,64,10,ok,11612160,27533621366.784,2140353331.1999998,24777208406.016003,0,616059629.56800008,1,1,2,5
1,64,11,ok,10838016,28254844812.902401,2197429420.0319996,25436862849.024002,0,620552543.84640002,1,1,1,11
1,64,12,ok,9676800,27536484379.852798,2140353331.1999998,24791646810.931198,0,604484237.72160006,1,4,1,3
1,64,13,ok,9031680,27845638687.027203,2164135034.8800001,25052279817.6768,0,629223834.47039998,1,13,1,1
1,64,14,ok,8257536,27394086373.785603,2130840649.7279997,24661368324.096004,0,601877399.96160007,1,2,1,7
1,64,15,ok,7741440,27525905823.743996,2140353331.1999998,24780951724.031998,0,604600768.51200008,1,1,1,15
1,64,16,ok,7225344,27397118106.009605,2130840649.7279999,24664322369.126404,0,601955087.1552,1,2,1,8
2,1,1,ok,50176,280343.34720000002,280343.34720000002,0,0,0,1,1,1,1
2,1,2,ok,25088,280343.34720000002,280343.34720000002,0,0,0,1,1,1,2
2,1,3,ok,17024,285349.47840000002,285349.47840000002,0,0,0,1,1,1,3
2,1,4,ok,12544,280343.34720000002,280343.34720000002,0,0,0,2,1,1,2
2,1,5,ok,10192,284723.712,284723.712,0,0,0,5,1,1,1
2,1,6,ok,8512,285349.47840000002,285349.47840000002,0,0,0,2,1,1,3
2,1,7,ok,7168,280343.34719999996,280343.34719999996,0,0,0,1,1,1,7
2,1,8,ok,6272,280343.34720000002,280343.34720000002,0,0,0,2,1,2,2
2,1,9,ok,5776,290445.0048,290445.0048,0,0,0,1,1,3,3
2,1,10,ok,5096,284723.712,284723.712,0,0,0,5,1,1,2
2,1,11,ok,4704,289104.07679999998,289104.07679999998,0,0,0,11,1,1,1
2,1,12,ok,4256,285349.47840000002,285349.47840000002,0,0,0,4,1,1,3
2,1,13,ok,3920,284723.712,284723.712,0,0,0,13,1,1,1
2,1,14,ok,3584,280343.34719999996,280343.34719999996,0,0,0,2,1,1,7
2,1,15,ok,3458,289808.06400000001,289808.06400000001,0,0,0,5,1,1,3
2,1,16,ok,3136,280343.34720000002,280343.34720000002,0,0,0,4,1,2,2
2,2,1,ok,100352,560686.69440000004,560686.69440000004,0,0,0,1,1,1,1
2,2,2,ok,50176,560686.69440000004,560686.69440000004,0,0,0,1,1,1,2
2,2,3,ok,34048,570698.95680000004,570698.95680000004,0,0,0,1,1,1,3
2,2,4,ok,25088,560686.69440000004,560686.69440000004,0,0,0,1,2,1,2
2,2,5,ok,20384,569447.424,569447.424,0,0,0,5,1,1,1
2,2,6,ok,17024,570698.95680000004,570698.95680000004,0,0,0,1,2,1,3
2,2,7,ok,14336,560686.69439999992,560686.69439999992,0,0,0,1,1,1,7
2,2,8,ok,12544,560686.69440000004,560686.69440000004,0,0,0,1,2,2,2
2,2,9,ok,11552,580890.00959999999,580890.00959999999,0,0,0,1,1,3,3
2,2,10,ok,10192,569447.424,569447.424,0,0,0,5,1,1,2
2,2,11,ok,9408,578208.15359999996,578208.15359999996,0,0,0,11,1,1,1
2,2,12,ok,8512,570698.95680000004,570698.95680000004,0,0,0,2,2,1,3
2,2,13,ok,7840,569447.424,569447.424,0,0,0,13,1,1,1
2,2,14,ok,7168,560686.69439999992,560686.69439999992,0,0,0,1,2,1,7
2,2,15,ok,6916,579616.12800000003,579616.12800000003,0,0,0,5,1,1,3
2,2,16,ok,6272,560686.69440000004,560686.69440000004,0,0,0,2,2,2,2
2,4,1,ok,200704,1121373.3888000001,1121373.3888000001,0,0,0,1,1,1,1
2,4,2,ok,100352,1121373.3888000001,1121373.3888000001,0,0,0,1,1,1,2
2,4,3,ok,68096,1141397.9136000001,1141397.9136000001,0,0,0,1,1,1,3
